,mmsi,basedatetime,lat,lon,sog,cog,heading,vesselname,imo,callsign,vesseltype,vesselstatus,vessellength,vesselwidth,draft,cargo,geom,id,geometry,distance
116151,367538000,2016-01-20 21:00:05,44.38083,-124.21158,10.7,7.9,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E6100000361FD7868A0D5FC0F8AA9509BF304640,18246205,POINT (403485.9647482092 4914885.984117619),29453.620558875227
116158,367538000,2016-01-20 21:12:54,44.41553,-124.19748,10.7,22.6,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E61000004D672783A30C5FC0E140481630354640,18247035,POINT (404665.5378270384 4918723.80742351),26089.549105260794
116193,477883200,2016-01-19 03:05:37,44.48037,-124.68031,9.6,191.9,194.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E61000001349F4328A2B5FC061FD9FC37C3D4640,18252289,POINT (366373.944773666 4926601.828577465),34501.0000845533
116252,477883200,2016-01-19 03:23:46,44.43228,-124.69265,9.3,192.4,194.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E6100000C364AA60542C5FC0815B77F354374640,18261032,POINT (365282.0502111195 4921280.346831334),38278.73214678114
116354,369959000,2016-01-20 19:11:12,44.72707,-124.23873,11.6,-118.6,511.0,OSCAR DYSON,IMO9270335,WTEP,1020,under way using engine,63.57,15.0,5.9,99,0101000020E6100000BEA4315A470F5FC08CF337A1105D4640,18278855,POINT (401906.653941456 4953378.348214847),11290.16162302488
116545,477883200,2016-01-18 23:03:07,45.04654,-124.49719,8.6,188.6,190.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E61000007D7901F6D11F5FC059FAD005F5854640,18312984,POINT (382094.0941656299 4989210.727978664),47925.16629606007
116724,367538000,2016-01-20 21:47:25,44.51367,-124.15873,11.6,-53.6,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E610000039B9DFA1280A5FC0D97745F0BF414640,18343380,POINT (407904.9812792577 4929580.536121918),18012.537438157862
116862,477883200,2016-01-18 23:36:57,44.96685,-124.51175,7.9,187.2,188.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E6100000986E1283C0205FC09D11A5BDC17B4640,18364014,POINT (380782.2525791011 4980379.476455394),40083.248235789404
116889,367538000,2016-01-20 20:50:55,44.355,-124.21568,10.0,9.3,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E6100000AF997CB3CD0D5FC03D0AD7A3702D4640,18370391,POINT (403116.7849306111 4912021.741507057),32163.968645804252
116920,477883200,2016-01-19 03:00:27,44.49394,-124.67635,9.7,187.0,194.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E610000093A98251492B5FC0D717096D393F4640,18375635,POINT (366719.7769186439 4928102.694872855),33484.18743320414
117143,477883200,2016-01-19 02:33:57,44.56212,-124.6539,9.3,193.4,198.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E6100000AEB6627FD9295FC0B936548CF3474640,18413163,POINT (368658.047452136 4935639.692105115),28888.25203001681
117615,477883200,2016-01-18 23:05:37,45.04048,-124.49846,8.7,192.8,191.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E61000004E97C5C4E61F5FC03012DA722E854640,18497058,POINT (381981.6181152839 4988539.384350362),47319.41149293384
117710,477883200,2016-01-19 03:30:47,44.41372,-124.69729,9.8,191.9,194.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E6100000FB743C66A02C5FC0BED9E6C6F4344640,18512649,POINT (364869.9911688357 4919226.40605139),39831.83324911152
117911,367565560,2016-01-19 09:06:04,44.25484,-124.24888,8.8,4.3,511.0,INVINCIBLE,IMO9702352,WDG7267,1001,,17.68,6.9,,,0101000020E6100000392861A6ED0F5FC038DBDC989E204640,18549862,POINT (400301.5064288315 4900936.315339609),42725.97423410345
118022,367538000,2016-01-20 20:07:05,44.22772,-124.2286,10.4,3.7,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E610000066F7E461A10E5FC09352D0ED251D4640,18569568,POINT (401875.3998546963 4897899.579321926),45910.18998302449
118096,367002210,2016-01-20 12:25:45,44.23893,-124.31628,12.7,6.7,5.0,RACHELE BRUSCO,IMO7101827,WDC3067,1025,under way using engine,28.96,8.69,3.9,,0101000020E6100000401878EE3D145FC043041C42951E4640,18582091,POINT (394892.5847659532 4899253.204335707),44263.72712102574
118384,477883200,2016-01-18 22:56:46,45.06108,-124.49401,8.2,188.4,190.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E610000068791EDC9D1F5FC047382D78D1874640,18630139,POINT (382374.3402202107 4990821.325591931),49383.40276755766
118474,477883200,2016-01-19 02:18:18,44.60109,-124.6389,9.0,195.1,197.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E6100000865AD3BCE3285FC0F0F96184F04C4640,18646079,POINT (369936.1921944246 4939944.450388066),26759.05351897713
118477,477883200,2016-01-19 03:46:06,44.37328,-124.70799,9.5,197.3,194.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E610000048F949B54F2D5FC01D2098A3C72F4640,18646147,POINT (363924.3980861572 4914752.190105071),43409.020644182354
118696,477883200,2016-01-19 03:47:46,44.36884,-124.70918,9.7,193.2,194.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E61000008CBE8234632D5FC073BA2C26362F4640,18685573,POINT (363819.2989574003 4914260.989515089),43813.98711211841
118761,367538000,2016-01-20 20:10:35,44.23803,-124.22825,11.0,2.5,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E6100000F853E3A59B0E5FC0C3BB5CC4771E4640,18696613,POINT (401920.4807794592 4899044.324557686),44779.11734426586
119027,367538000,2016-01-20 21:56:14,44.54002,-124.14638,11.6,24.6,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E61000007632384A5E095FC0CC9717601F454640,18740773,POINT (408927.6245413927 4932493.60943317),16624.045286791003
119051,477883200,2016-01-19 00:09:06,44.89508,-124.53242,8.4,197.8,194.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E610000020EF552B13225FC0DFA63FFB91724640,18745607,POINT (379001.5656982999 4972437.434121972),33804.99258229636
119447,367565560,2016-01-19 08:49:04,44.21335,-124.25194,9.5,-61.9,511.0,INVINCIBLE,IMO9702352,WDG7267,1001,,17.68,6.9,,,0101000020E61000007923F3C81F105FC0014D840D4F1B4640,18819939,POINT (399986.9684724957 4896331.612556915),47289.33101663878
119605,477883200,2016-01-19 03:33:27,44.40675,-124.6989,9.4,195.4,193.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E610000029CB10C7BA2C5FC0F2D24D6210344640,18844489,POINT (364725.7406055746 4918454.859576173),40419.60355925844
119798,303673000,2016-01-20 23:32:25,45.02631,-124.45224,7.0,198.8,197.0,MIKE O'LEARY,IMO7417367,WDC3665,1025,under way using engine,32.19,9.48,0.0,32,0101000020E61000005B7C0A80F11C5FC065C746205E834640,18883587,POINT (385593.6604929278 4986898.924552625),44748.96327960367
119799,367002210,2016-01-20 12:16:50,44.21155,-124.32181,10.3,-49.7,7.0,RACHELE BRUSCO,IMO7101827,WDC3067,1025,under way using engine,28.96,8.69,3.9,,0101000020E6100000A661F88898145FC002BC0512141B4640,18883594,POINT (394402.05787449 4896219.11803237),47314.824237119756
120087,309484000,2016-01-20 22:35:54,44.3705,-124.62208,17.7,0.6,0.0,CARNIVAL INSPIRATION,IMO9087489,C6FM5,1012,under way using engine,260.73,36.01,7.8,69,0101000020E6100000B9DFA128D0275FC08195438B6C2F4640,18934939,POINT (370762.7785212875 4914304.260017192),38885.44387436833
120429,309484000,2016-01-20 23:09:24,44.53848,-124.61972,18.2,-49.7,359.0,CARNIVAL INSPIRATION,IMO9087489,C6FM5,1012,under way using engine,260.73,36.01,7.8,69,0101000020E6100000562B137EA9275FC069C6A2E9EC444640,18990301,POINT (371320.3212944873 4932959.351725897),27255.310380818046
120496,477883200,2016-01-19 03:44:58,44.37623,-124.70711,9.7,190.1,196.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E61000002C2B4D4A412D5FC015E3FC4D28304640,19002783,POINT (364001.3379440753 4915078.403437821),43135.8336172012
120640,338155824,2016-01-20 20:48:33,44.77039,-124.17863,4.9,185.7,511.0,WESTERN HUNTER,,,1001,,20.12,,,,0101000020E6100000680586AC6E0B5FC02D95B7239C624640,19026722,POINT (406735.5974121583 4958119.785116596),17878.87125735102
121129,477883200,2016-01-19 00:19:27,44.87155,-124.54046,8.5,196.1,194.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E6100000F4328AE596225FC0166A4DF38E6F4640,19109592,POINT (378317.1308658725 4969835.616061888),31988.69865289771
121336,477883200,2016-01-18 23:24:46,44.99484,-124.50638,8.6,183.1,189.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E61000004DD6A88768205FC05760C8EA567F4640,19138522,POINT (381263.5338554463 4983480.918385915),42781.459294236316
121518,367565560,2016-01-19 08:58:34,44.2365,-124.2492,9.2,3.1,511.0,INVINCIBLE,IMO9702352,WDG7267,1001,,17.68,6.9,,,0101000020E6100000728A8EE4F20F5FC083C0CAA1451E4640,19170625,POINT (400244.9665162446 4898899.619132598),44749.975453771935
121662,367538000,2016-01-20 22:14:35,44.59297,-124.11283,11.1,24.8,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E61000007E00529B38075FC02BC1E270E64B4640,19193962,POINT (411673.1321740237 4938338.391238868),16061.995494708817
121832,367538000,2016-01-20 21:09:24,44.40645,-124.20272,9.9,36.6,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E6100000B08F4E5DF90C5FC0C7BAB88D06344640,19219695,POINT (404233.548669974 4917721.350247581),26915.026953643355
122315,367002210,2016-01-20 12:21:16,44.2251,-124.31871,12.1,-50.2,5.0,RACHELE BRUSCO,IMO7101827,WDC3067,1025,under way using engine,28.96,8.69,3.9,,0101000020E61000001FBAA0BE65145FC0302AA913D01C4640,19288346,POINT (394673.8765491085 4897720.175896462),45803.83129613441
122323,367412830,2016-01-20 15:58:19,44.19347,-124.26192,8.2,-58.0,511.0,,,,,under way using engine,,,,,0101000020E6100000C68A1A4CC3105FC0E960FD9FC3184640,19288979,POINT (399155.7851316126 4894135.688464699),49427.10419507876
122400,367538000,2016-01-20 21:19:55,44.43448,-124.1878,10.1,20.2,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E6100000158C4AEA040C5FC00F62670A9D374640,19299219,POINT (405466.7390075956 4920817.480841786),24395.45469891812
122489,367412830,2016-01-20 16:02:59,44.20476,-124.26221,9.1,-52.2,511.0,,,,,under way using engine,,,,,0101000020E6100000C9AB730CC8105FC0B5C35F93351A4640,19312058,POINT (399151.8724860125 4895390.052690062),48174.43758967326
122568,367538000,2016-01-20 21:22:15,44.44083,-124.18478,10.3,12.2,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E61000001D3D7E6FD30B5FC03F8C101E6D384640,19322036,POINT (405717.305067311 4921519.334352083),23840.784546844814
122601,369959000,2016-01-20 17:58:02,44.61378,-124.07235,7.2,-165.6,511.0,OSCAR DYSON,IMO9270335,WTEP,1020,under way using engine,63.57,15.0,5.9,99,0101000020E610000066F7E461A1045FC02D78D157904E4640,19324778,POINT (414916.475195745 4940606.943499566),18680.742505599974
122865,309484000,2016-01-20 22:59:00,44.48592,-124.61945,18.1,-50.7,358.0,CARNIVAL INSPIRATION,IMO9087489,C6FM5,1012,under way using engine,260.73,36.01,7.8,69,0101000020E610000076E09C11A5275FC0753C66A0323E4640,19367271,POINT (371226.0531892235 4927120.634017159),30077.443531161574
122889,309484000,2016-01-20 23:51:08,44.75042,-124.62082,18.2,1.5,0.0,CARNIVAL INSPIRATION,IMO9087489,C6FM5,1012,under way using engine,260.73,36.01,7.8,69,0101000020E6100000F92CCF83BB275FC0D52137C30D604640,19373763,POINT (371701.0475421657 4956503.592528666),27970.55192371334
122953,477883200,2016-01-19 04:05:47,44.32215,-124.72471,9.8,187.0,197.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E610000063450DA6612E5FC0053411363C294640,19388755,POINT (362472.7683189876 4909100.798566591),48349.29411745964
123048,338155824,2016-01-19 17:56:12,44.69908,-124.21877,6.3,-166.6,511.0,WESTERN HUNTER,,,1001,,20.12,,,,0101000020E610000024D6E253000E5FC0D3A414747B594640,19412084,POINT (403440.7235645312 4950245.304457796),9715.123500792288
123073,477883200,2016-01-18 23:35:17,44.97064,-124.51109,8.3,193.3,189.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E610000002D4D4B2B5205FC0401878EE3D7C4640,19418513,POINT (380842.1497869899 4980799.524967691),40447.00481840413
123110,367002210,2016-01-20 12:12:16,44.19748,-124.3249,12.1,17.7,12.0,RACHELE BRUSCO,IMO7101827,WDC3067,1025,under way using engine,28.96,8.69,3.9,,0101000020E61000001B9E5E29CB145FC09ACE4E0647194640,19427339,POINT (394129.9993315391 4894660.302198963),48884.42124466759
123450,367008760,2016-01-19 21:47:00,44.35552,-124.70207,7.7,180.9,185.0,,,,,under way using engine,,,,,0101000020E61000002D6002B7EE2C5FC07689EAAD812D4640,19504100,POINT (364355.0595483687 4912769.66065059),44433.992689753526
123508,477883200,2016-01-18 23:43:56,44.95085,-124.51466,8.4,188.6,188.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E6100000CD237F30F0205FC068B3EA73B5794640,19515369,POINT (380519.5591680194 4978606.374437232),38565.474051128775
123888,477883200,2016-01-19 04:07:07,44.31865,-124.72596,9.6,198.2,196.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E6100000118DEE20762E5FC0696FF085C9284640,19600060,POINT (362364.9087804909 4908714.132683524),48700.51942402337
124091,367538000,2016-01-20 19:57:54,44.20115,-124.2306,11.0,8.8,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E6100000499D8026C20E5FC092CB7F48BF194640,19645465,POINT (401671.4563656886 4894950.768379186),48817.45395843946
124379,367538000,2016-01-20 20:23:45,44.27792,-124.22538,11.0,1.4,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E61000000A4B3CA06C0E5FC0C173EFE192234640,19706917,POINT (402215.8019072631 4903471.623813707),40429.46478323541
124790,367538000,2016-01-20 19:55:25,44.19353,-124.23155,11.1,3.5,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E6100000E25817B7D10E5FC0BF654E97C5184640,19806057,POINT (401582.8637566412 4894105.533875465),49648.71887147844
124943,367538000,2016-01-20 20:55:35,44.36805,-124.21358,10.3,7.5,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E610000019C5724BAB0D5FC07AA52C431C2F4640,19841420,POINT (403305.6142775574 4913468.79542474),30791.143496938374
124978,367412830,2016-01-20 16:10:10,44.2004,-124.26158,2.2,196.9,511.0,,,,,under way using engine,,,,,0101000020E610000069520ABABD105FC0280F0BB5A6194640,19849148,POINT (399194.7729755818 4894905.003314716),48661.12904255768
125200,367538000,2016-01-20 20:56:45,44.3713,-124.21312,10.1,6.3,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E6100000E88711C2A30D5FC09D8026C2862F4640,19896930,POINT (403347.6114933668 4913829.248304748),30449.29183806307
125231,367002210,2016-01-20 12:39:34,44.28121,-124.30866,11.7,4.6,13.0,RACHELE BRUSCO,IMO7101827,WDC3067,1025,under way using engine,28.96,8.69,3.9,,0101000020E61000005665DF15C1135FC072A774B0FE234640,19905225,POINT (395575.9327318886 4903939.673314242),39559.38498886519
125420,367538000,2016-01-20 22:00:43,44.55303,-124.13827,11.5,25.0,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E610000026016A6AD9085FC07BDAE1AFC9464640,19946585,POINT (409592.0546804067 4933929.734230689),16243.437003091853
125503,367005320,2016-01-20 20:09:50,44.36734,-124.15293,1.7,190.6,511.0,HUSKER,,WDC3289,1001,,15.33,4.7,,,0101000020E6100000F224E99AC9095FC09E4143FF042F4640,19965885,POINT (408136.9289631794 4913320.136768979),32350.20887407719
125537,477883200,2016-01-18 23:10:17,45.02943,-124.50029,8.7,181.3,190.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E6100000042159C004205FC0B9C2BB5CC4834640,19973927,POINT (381814.7403195333 4987314.531274553),46207.43588306374
125607,367538000,2016-01-20 21:02:25,44.38757,-124.21063,10.5,5.2,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E61000009D6340F67A0D5FC09274CDE49B314640,19990594,POINT (403572.7079174893 4915633.516494041),28749.564431205843
125712,309484000,2016-01-20 23:43:36,44.71233,-124.62067,18.4,-49.7,359.0,CARNIVAL INSPIRATION,IMO9087489,C6FM5,1012,under way using engine,260.73,36.01,7.8,69,0101000020E6100000EFE6A90EB9275FC0D7FA22A12D5B4640,20011128,POINT (371628.6682585347 4952272.221234375),26338.336650228775
125781,367538000,2016-01-20 20:09:25,44.23457,-124.22835,10.7,2.5,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E6100000AA8251499D0E5FC0B54FC763061E4640,20026363,POINT (401906.7467354388 4898660.130965778),45158.80871731971
125828,367412830,2016-01-20 14:09:30,44.1908,-124.25338,3.8,165.9,511.0,,,,,under way using engine,,,,,0101000020E6100000795DBF6037105FC0D50968226C184640,20037342,POINT (399833.7251803345 4893828.681211329),49775.015783496674
125836,367002210,2016-01-20 12:58:32,44.33982,-124.29873,11.3,14.0,12.0,RACHELE BRUSCO,IMO7101827,WDC3067,1025,under way using engine,28.96,8.69,3.9,,0101000020E610000062156F641E135FC06C43C5387F2B4640,20039885,POINT (396471.3958678842 4910437.165284572),33052.028352048525
126239,367538000,2016-01-20 20:45:15,44.33917,-124.21838,10.2,5.4,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E61000006E861BF0F90D5FC065E42CEC692B4640,20129648,POINT (402875.4686937902 4910266.617104092),33836.446233152805
126384,3660514,2016-01-18 06:26:48,44.63726,-124.0476,0.0,-66.3,511.0,B&F MARINE,,WHW318,95,undefined,0.0,0.0,0.0,95,0101000020E610000089D2DEE00B035FC0448655BC91514640,20160786,POINT (416913.7222041464 4943189.590627747),20456.493572659292
126410,367002210,2016-01-20 12:42:01,44.28869,-124.30723,11.1,21.5,9.0,RACHELE BRUSCO,IMO7101827,WDC3067,1025,under way using engine,28.96,8.69,3.9,,0101000020E6100000689604A8A9135FC054573ECBF3244640,20166907,POINT (395703.2774306255 4904768.688839035),38727.885037654545
126584,309484000,2016-01-20 22:38:42,44.38435,-124.6217,17.9,0.6,0.0,CARNIVAL INSPIRATION,IMO9087489,C6FM5,1012,under way using engine,260.73,36.01,7.8,69,0101000020E610000016FBCBEEC9275FC0DA1B7C6132314640,20203780,POINT (370823.5161237193 4915842.065921685),37703.62391645925
126663,367538000,2016-01-20 21:49:54,44.52123,-124.15642,11.0,18.2,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E61000002E1C08C9020A5FC0D8D825AAB7424640,20222428,POINT (408100.4638792815 4930417.687324947),17503.658490080776
126667,366207630,2016-01-19 05:51:17,44.63075,-124.04863,0.0,16.9,511.0,MISS SUE,IMO8693994,WDJ5663,1001,undefined,21.82,8.2,,30,0101000020E6100000B0E600C11C035FC0DBF97E6ABC504640,20223550,POINT (416822.732162353 4942467.507022621),20388.923752444894
126668,477883200,2016-01-19 02:00:36,44.64444,-124.6221,9.0,189.4,198.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E6100000DDB5847CD0275FC0FC1D8A027D524640,20223886,POINT (371365.2397348589 4944733.146442696),25124.99636124392
126721,477883200,2016-01-19 03:38:27,44.39345,-124.70236,10.0,194.3,195.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E610000030815B77F32C5FC03C4ED1915C324640,20235878,POINT (364419.5175953887 4916983.263117555),41582.68577391894
126801,367538000,2016-01-20 21:38:43,44.48685,-124.1664,11.1,14.0,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E61000007B832F4CA60A5FC05F07CE19513E4640,20256080,POINT (407252.8593115811 4926610.097135264),20035.021826834633
126811,367002210,2016-01-20 12:47:05,44.30413,-124.3046,11.5,10.4,11.0,RACHELE BRUSCO,IMO7101827,WDC3067,1025,under way using engine,28.96,8.69,3.9,,0101000020E61000002497FF907E135FC0C2DD59BBED264640,20258532,POINT (395940.3874608309 4906480.336429541),37012.494496100495
127111,477883200,2016-01-19 02:30:56,44.56974,-124.65099,9.4,194.7,197.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E61000007901F6D1A9295FC08D9C853DED484640,20320326,POINT (368906.2616699788 4936481.440830002),28430.357915177512
127143,367002210,2016-01-20 13:00:19,44.34539,-124.29784,11.4,1.9,15.0,RACHELE BRUSCO,IMO7101827,WDC3067,1025,under way using engine,28.96,8.69,3.9,,0101000020E610000033DC80CF0F135FC0C72E51BD352C4640,20325204,POINT (396552.1396784686 4911054.730296792),32434.593691061367
127266,367412830,2016-01-20 16:17:30,44.19429,-124.26118,4.1,174.5,511.0,,,,,under way using engine,,,,,0101000020E6100000A297512CB7105FC04DF8A57EDE184640,20351007,POINT (399216.3190326166 4894225.860019174),49340.412471711694
127373,309484000,2016-01-20 23:31:29,44.65073,-124.62038,18.4,-50.1,359.0,CARNIVAL INSPIRATION,IMO9087489,C6FM5,1012,under way using engine,260.73,36.01,7.8,69,0101000020E6100000EBC5504EB4275FC05743E21E4B534640,20374333,POINT (371515.5284866972 4945429.133434504),25019.217270858935
127493,309484000,2016-01-20 22:41:23,44.39781,-124.62127,18.0,1.3,1.0,CARNIVAL INSPIRATION,IMO9087489,C6FM5,1012,under way using engine,260.73,36.01,7.8,69,0101000020E610000019FF3EE3C2275FC0C9022670EB324640,20396958,POINT (370887.3710195276 4917336.476685415),36577.23769124307
127584,477883200,2016-01-19 02:47:57,44.52682,-124.66706,9.4,192.6,194.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E6100000111E6D1CB12A5FC07A7077D66E434640,20420395,POINT (367532.9106574595 4931739.852870618),31221.628013752244
127710,477883200,2016-01-19 03:10:56,44.46643,-124.6842,9.6,193.9,194.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E610000016FBCBEEC92B5FC0C8EF6DFAB33B4640,20443277,POINT (366032.6955794505 4925059.767214714),35572.87451065356
127896,309484000,2016-01-20 22:44:24,44.41269,-124.62081,18.0,1.2,0.0,CARNIVAL INSPIRATION,IMO9087489,C6FM5,1012,under way using engine,260.73,36.01,7.8,69,0101000020E6100000E8C1DD59BB275FC070B1A206D3344640,20483757,POINT (370956.7292791156 4918988.572658371),35364.78040720179
128028,477883200,2016-01-19 02:49:26,44.52298,-124.66825,9.5,194.0,194.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E610000054E3A59BC42A5FC0253B3602F1424640,20514083,POINT (367429.6397812189 4931315.240454569),31479.094316589846
128096,367002210,2016-01-20 12:37:26,44.2747,-124.30976,11.1,1.8,10.0,RACHELE BRUSCO,IMO7101827,WDC3067,1025,under way using engine,28.96,8.69,3.9,,0101000020E6100000F9669B1BD3135FC0091B9E5E29234640,20529975,POINT (395476.6162102299 4903217.982112189),40283.200115592364
128167,309484000,2016-01-20 22:15:17,44.27147,-124.6247,17.1,1.3,2.0,CARNIVAL INSPIRATION,IMO9087489,C6FM5,1012,under way using engine,260.73,36.01,7.8,69,0101000020E6100000EB73B515FB275FC02DEC6987BF224640,20545281,POINT (370336.0462137859 4903308.620923551),47926.07899441944
128184,477883200,2016-01-18 23:45:07,44.94811,-124.51523,8.3,193.1,187.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E6100000C2FA3F87F9205FC05A8121AB5B794640,20549435,POINT (380468.9078553083 4978302.837649723),38310.397089289574
128196,367538000,2016-01-20 20:48:44,44.34888,-124.21677,10.8,4.2,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E61000004030478FDF0D5FC03F1D8F19A82C4640,20552192,POINT (403019.824034659 4911343.250123842),32808.54173391574
128402,477883200,2016-01-19 02:54:16,44.51061,-124.67179,9.6,188.6,194.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E6100000E9F17B9BFE2A5FC05A8121AB5B414640,20601961,POINT (367120.208745002 4929946.947357024),32313.80278543158
128742,367538000,2016-01-20 20:03:35,44.21775,-124.22917,10.2,4.6,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E61000005BCEA5B8AA0E5FC01D5A643BDF1B4640,20673064,POINT (401813.3035640834 4896792.863863698),47002.24518192207
128761,367538000,2016-01-20 20:53:14,44.3614,-124.21463,10.1,7.0,511.0,PROGRESS,,WDG5334,30,under way using engine,34.0,6.0,5.0,30,0101000020E610000064AF777FBC0D5FC02063EE5A422E4640,20677121,POINT (403211.0024353954 4912731.383107896),31490.103273513367
129192,477883200,2016-01-18 23:26:36,44.9905,-124.50729,8.4,193.3,189.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E61000009FE5797077205FC0105839B4C87E4640,20773542,POINT (381182.8361623123 4983000.13379996),42361.40531064184
129379,477883200,2016-01-18 22:54:26,45.06643,-124.49307,8.4,185.9,189.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E6100000E12879758E1F5FC094BC3AC780884640,20817688,POINT (382459.3137981719 4991414.283402926),49928.12319675673
129418,477883200,2016-01-19 02:59:16,44.49706,-124.67562,10.0,188.3,194.0,SAGA JOURNEY,IMO9363637,VRCY8,1004,under way using engine,199.2,30.59,11.8,70,0101000020E61000008121AB5B3D2B5FC02B137EA99F3F4640,20823811,POINT (366784.9221649478 4928448.069236663),33268.77423911491
